Course Number,Course Title,Description,Subject meets with,Prerequisites,Class Type (U/G),Semester,Credit Structure,Credit Info,Instructor,Same subject as,Years offered
HST.240,Physician/Scientist Preceptorship, Two-month course required for all HST/MD students. Students learn both the fundamental clinical principles and practices of a medical or surgical subspecialty and are exposed to a related area of research in sufficient detail to understand the issues and methods of cutting-edge research. Half devoted to clinical experiences; the other half to scholarly work in basic or clinical science. Arranged individually by the students. 540 Chapter Vill Division of Health Sciences and Technology HST HST.300 Clinical Management and,,Clerkships in medicine and surgery,G,"Fall,",0-20-20,[P/D/F] H-LEVEL Grad Credit,E. Edelman,,
HST.300,Clinical Management and Physiology of Surgical Intensive Care Patients," of instructor One-month course designed to teach quantitative applications of basic physiologic and pharmacologic concepts to synthesize diagnoses and treatments for critically ill patients. Emphasis also on principles, applications, and limitations of equipment used to monitor and treat patients in intensive care units. Students participate in individual and group discussions, and are assigned clinically relevant basic science readings and given supervised responsibilities for one or more ICU patients. Students are expected to give brief oral reports weekly and a more comprehensive presentation integrating physiologic concepts with clinical problems at the end of the month. HST.410J Biochemistry Laboratory",,Clerkship in Medicine and permission,G,"Fall,",0-15-0,[P/D/F] H-LEVEL Grad Credit,R. S. Teplick,,
HST.410J,Biochemistry Laboratory," Meets with graduate subject TOX.209, but assignments differ. See description under subject 5.071 J. HST.511 Principles of Human Gross","5.071J, TOX.209","5.07, and 5.310 or 5.311",U,Spring,2-8-2,,"J. Williamson, P. Dedon",,
HST.511,Principles of Human Gross Anatomy," Consists of lectures and demonstrations of previously dissected materials, emphasizing terminology and organizational principles of human gross anatomy. Issues of modern imaging receive particular emphasis. Limited enrollment. (Only HST students may register under HST.510, graded P/D/F.) HST.522J Biomaterials -",HST.51 0,Permission of instructor,G,Spring,1-3-5,H-LEVEL Grad Credit,S. W. Kennedy,,
HST.522J,Biomaterials - Tissue Interactions, 7.013 See description under subject 2.79J.,,3.091 or 5.11; 2.005 or 5.60; 7.012 or,G,Fall,3-0-9,H-LEVEL Grad Credit,"1. V. Yannas, M. Spector","2.79J, 3.96J",
1.,"V. Yannas, M. Spector HST.523J Mechanical Forces in Organ Development and Remodeling", 7.013 See description under subject 2.785J. HST.524J Design of Medical Devices and,,3.091 or 5.11; 2.005 or 5.60; 7.012 or,G,Spring,3-0-9,H-LEVEL Grad Credit,"/. V. Yannas, M. Spector","2.785J, 3.97J",
HST.524J,Design of Medical Devices and Implants," Solution of clinical problems by use of implants and other medical devices. Systematic use of cell-matrix control volumes. The role of stress analysis in the design process. Anatomic fit: shape and size of implants. Selection of biomaterials. Instrumentation for surgical implantation procedures. Preclinical testing for safety and efficacy: risk/benefit ratio assessment. Evaluation of clinical performance: design of clinical trials. Project materials drawn from orthopedic devices, soft tissue implants, artificial organs, and dental implants. HST.525J Transport Phenomena and",,Permission of instructor,G,Spring,3-0-9,H-LEVEL Grad Credit,"/. Yannas, M. Spector",2.782J,
HST.525J,Transport Phenomena and Tumor Pathophysiology," Tumor pathophysiology plays a central role in the growth, metastasis, detection, and treatment of solid tumors. Principles of transport phenomena are applied to develop a quantitative understanding of angiogenesis (formation of new blood vessels), blood flow and microcirculation, metabolism and microenvironment, transport and binding of small and large molecules, movement of cancer and immune cells, metastatic process, radiotherapy, chemotherapy, immunotherapy, hyperthermia, and photodynamic therapy of solid tumors. HST.532J Hyperthermia: Biology,",,18.03; 2.20 or 10.301 or equivalent,G,Spring,2-0-4,H-LEVEL Grad Credit,R. K. Jain,10.548J,
HST.532J,"Hyperthermia: Biology, Technology, and Cancer Therapy", See description under subject 2.763J. HST.541J Quantitative Physiology: Cells,,,G,Spring,4-1-7,,"H. F. Bowman, Staff",2.763J,
HST.541J,Quantitative Physiology: Cells and Tissues," 6.521J) 8.02, 18.03 quires the completion of more advanced home problems and/or an additional project. See description under subject 6.021J. HST.542J Quantitative Physiology: Organ","6.021J, 2.791J, 2.794J,",2.003 or 6.002 or 6.071 or 10.301;,G,Fall,5-2-5,,"T. F. Weiss, D. M. Freeman",,
HST.542J,Quantitative Physiology: Organ Transport Systems, 6.522J) See description under subject 6.022J. HST.543J Quantitative Physiology: Sensory,"6.022J, 2.792J, 2.796J,","2.006 or 6.013, HST.541J",U,Spring,4-2-6,,"R. G. Mark, R. Kamm",,
HST.543J,Quantitative Physiology: Sensory and Motor Systems," See description under subject 6.023J. HST.544J Fields, Forces, and Flows:",,2.003 or 6.003 or 16.060,U,Spring,3-2-7,,"L. S. Frishkopf, C. Wall ///, N. Hogan, L. Young","6.023J, 2.793J, 16.401J",
HST.544J,"Fields, Forces, and Flows: Background for Physiology", See description under subject 6.561J. HST.560J Principles of Radiation,,Permission of instructor,G,Spring,3-0-9,H-LEVEL Grad Credit,A. J. Grodzinsky,"6.561J, 2.795J",
HST.560J,Principles of Radiation Applications, See description under subject 22.55J. HST.561J Principles of Medical Imaging,,Permission of instructor,G,Spring,4-0-8,H-LEVEL Grad Credit,X. L. Zhou,22.55J,
HST.561J,Principles of Medical Imaging, See description under subject 22.56J. HST.562J Spatial Aspects of Nuclear,,Permission of instructor,G,Spring,4-0-8,H-LEVEL Grad Credit,"D. Cory, D. Rowell","22.56J, 2.761J",
HST.562J,Spatial Aspects of Nuclear Magnetic Resonance Spectroscopy, See description under subject 22.562J. HST.568J Radiation Biophysics,,22.56J or permission of instructor,G,Fall,3-0-9,H-LEVEL Grad Credit,D. G. Cory,22.562J,
HST.568J,Radiation Biophysics, See description under subject 22.57J. Descriptions of Subjects 541 Whitaker College of Health Sciences and Technology HST.570J Biomedical Instrumentation,,22.101,G,Fall,4-0-8,H-LEVEL Grad Credit,J. C. Yanch,22.57J,
HST.570J,Biomedical Instrumentation Electronics," Introduction to modern computer-based instrumentation through a major bioengineering laboratory project in which each student develops electronic circuits, interfaces them to a microcomputer, and combines them to form an instrument. Classroom material focuses on electronic circuit elements, networks, signal and system representations, logic and digital design, elementary programming, and physiological background. No background in electrical engineering or programming required. HST.572 Future Medical Technologies",,Permission of instructor,G,Summer,6-6-6,,"S. K. Bums, D. Rowell","2.781J, 16.458J",
HST.572,Future Medical Technologies," Helps medical and graduate students to develop an understanding of the limitations of current technology and the problems of creating new medical technology from research. Representative topics include drug delivery, biotechnology, and non-invasive diagnostic methods. Students interact with their peers and local research leaders in these fields in a seminar setting, and are encouraged to generate their own solutions to the problems discussed. Students may find this subject helpful in evaluating possible theses. Open to advanced undergraduates with permission of instructor. HST.573 Biological Control Systems",,Permission of instructor,G,Spring,2-0-4,[P/D/F],J. C. Weaver,,
HST.573,Biological Control Systems," tor Application of control theory to the modeling and analysis of biological systems. Dynamics and system identification of compartmental models. Feedback, feedforward, adaptive, and optimal and fuzzy control mechanisms in physiological control. Oscillation, chaos, and catastrophe phenomena in nonlinear biological systems. Neuronal and neural network models. Emphasis on mathematical analysis and computer simulation with examples from a wide variety of biological and clinical applications. HST.575J Bioelectronics Project Laboratory",,6.003 or 2.02 or permission of instruc-,G,Spring,3-0-9,H-LEVEL Grad Credit,C.-S. Poon,,
HST.575J,Bioelectronics Project Laboratory, See description under subject 6.121J. HST.582J Biomedical Signal and Image,,6.002 or 6.071,U,Spring,2-8-2,Institute LAB,"S. K. Bums, R. G. Mark",6.121J,
HST.582J,Biomedical Signal and Image Processing," Fundamentals of digital signal processing with particular emphasis on problems in biomedical research and clinical medicine. Basic principles and algorithms for data acquisition, imaging, filtering, and feature extraction. Laboratory projects provide practical experience in processing physiological data, with examples from neurophysiology, cardiology, speech processing, and medical imaging. Greenberg HST.584J Magnetic Resonance -",,6.003 or 2.003 or 18.085,G,Spring,3-6-3,H-LEVEL Grad Credit,"L. Braida, B. Delgutte, A. Dobrzeniecki, J.","6.555J, 16.456J",
HST.584J,"Magnetic Resonance - Analytic, Biochemical, and Imaging Techniques"," Introduction to basic NMR theory, including a quantum mechanical description of the NMR experiment. Examples of biochemical data obtained using NMR summarized along with other related experiments. Detailed study of NMR imaging techniques includes discussions of basic cross-sectional image reconstruction, image contrast, flow and real-time imaging, and hardware design considerations. Exposure to laboratory NMR spectroscopic and imaging equipment included. HST.585J Biosensors, Signal Processing,",,Permission of instructor,G,Spring,3-0-12,H-LEVEL Grad Credit,B. R. Rosen,22.561J,
HST.585J,"Biosensors, Signal Processing, and Biomedical Applications"," Principles of measurements and instrumentation, emphasizing quantitative modelling of basic transduction (sensing) processes, interaction of sensors with biological systems (e.g. human body, clinical specimens), and both fundamental and practical limitations on the signalto-noise ratio. Emphasis on modern signal processing strategies involving intensive realtime computation as an integral part of the measurement process. Some background in life sciences and electronics assumed. HST.586-589 Special Subjects in Medical",,Permission of instructor,,,3-3-6,H-LEVEL Grad Credit,"J. C. Weaver, S. K. Burns",6.566J,Acad Year 1996-97: Not offered Acad Year 1997-98: G Fall
HST.586-589,Special Subjects in Medical Engineering and Medical Physics, Can be repeated for credit Opportunity for group study of advanced subjects related to the Medical Engineering and Medical Physics Program not otherwise included in the curriculum. Offerings are initiated by MEMP faculty on an ad hoc basis subject to program approval. Prerequisites may vary by topic; consult faculty at time of offering. HST.590 Biomedical Engineering Seminar,,Permission of instructor,G,"Fall,",Units arranged,H-LEVEL Grad Credit,H. F. Bowman,,
HST.590,Biomedical Engineering Seminar (Revised Content)," Can be repeated for credit Seminars presented by HST graduate students, by prominent outside speakers, and by focus groups of HST faculty and students. Designed to provide students with a broad exposure to current research in biomedical engineering and medical physics. HST.591 Biomedical Engineering Research",,,G,"Fall,",1-0-0,[P/D/F],M. L. Yarmush,,
HST.591,Biomedical Engineering Research Seminar," Can be repeated for credit Development of professional speaking skills in the communication of research progress. Students present their research, emphasizing clear statement of the goals, significance, and current status of their work. Confidential, written feedback given by each member of the audience. Required of all students affiliated with the HST Biomedical Engineering Center. HST.595 Tutorial in Medical Engineering",,,G,"Fall,",2-0-0,H-LEVEL Grad Credit,J. C. Weaver,,
HST.595,Tutorial in Medical Engineering and Medical Physics I (Revised Content)," HST.596 Tutorial in Medical Engineering and Medical Physics 11 (Revised Content) An exposure to the breadth and depth of biomedical engineering in the HST community through: (1) detailed discussions of technical, social, and ethical aspects of cutting-edge research and modern health care with HST faculty; and (2) visits to academic research laboratories, clinical facilities at HMS hospitals, and industrial sites involved in medical technology development. Topics to be covered include: tissue engineering, biomolecular design, functional imaging, biomechanics, gene therapy, cryopreservation, micromachines, and minimally invasive therapies. HST.598 Special Topics in Medical",,,G,"Fall,",0-2-0,[P/D/F],"M. L. Yarmush, M. Toner",,
HST.598,Special Topics in Medical Engineering and Medical Physics," Can be repeated for credit For undergraduates desiring to carry on substantial projects of their own choosing in medical engineering or medical physics. Work may be of experimental, theoretical, or design nature. A project proposal is required at time of registration. 542 Chapter VIII Division of Health Sciences and Technology HST HST.599 Special Topics in Medical",,,U,"Fall,",Units arranged,,Coordinator: E. G. Cravalho.,,
HST.599,Special Topics in Medical Engineering and Medical Physics," Can be repeated for credit Assigned reading or research on special topics in theoretical, experimental, or clinical aspects of medical engineering and medical physics. Arranged on individual basis with instructor. A project proposal is required at time of registration. Approval of coordinator required. HST.710J Speech Communication",,Permission of instructor,G,"Fall,",Units arranged,H-LEVEL Grad Credit,Coordinator: M. L. Gray.,,
HST.710J,Speech Communication," See description under subject 6.541J. HST.712J Laboratory on the Physiology,",,Permission of instructor,G,Spring,3-1-8,H-LEVEL Grad Credit,"K. N. Stevens, S. J. Keyser","6.541J, 24.968J",
HST.712J,"Laboratory on the Physiology, Acoustics, and Perception of Speech", See description under subject 6.542J. nagel HST.714J Acoustics of Speech and,,Permission of instructor,,,2-2-8,H-LEVEL Grad Credit,"K. N. Stevens, J. S. Perkell, S. Shattuck-Huf-","6.542J, 24.966J",Acad Year 1996-97: Not offered Acad Year 1997-98: G Fall
HST.714J,Acoustics of Speech and Hearing, structor See description under subject 6.551J. HST.716J Signal Processing by the Auditory,,8.03 and 6.003 or permission of in-,G,Fall,4-2-6,H-LEVEL Grad Credit,"W. M. Rabinowitz, K. N. Stevens",6.551J,
HST.716J,Signal Processing by the Auditory System: Perception, of instructor See description under subject 6.552J. HST.718 Anatomy of Speech and,,6.003; 6.041 or 6.431 and permission,G,Fall,3-0-9,H-LEVEL Grad Credit,L. D. Braida,6.552J,
HST.718,Anatomy of Speech and Hearing," The anatomical structures that are key to speech production and hearing are presented. Laboratory exercises provide students with dissection experience and study of microscopic specimens. Topics include gross anatomy of head and neck structures, cranial nerves, and the central nervous system. Special techniques such as chemical markers, imaging, and electron microscopy are demonstrated. HST.720 Physiology of the Ear",,7.012 or 7.013 or 7.014,G,Fall,3-3-6,H-LEVEL Grad Credit,B. C. Fullerton,,
HST.720,Physiology of the Ear," Physiological mechanisms underlying the transmission and processing of signals in the auditory periphery. Topics include comparative anatomy; acoustics, mechanics, and hydrodynamics of sound transmission; physiology of transduction and synaptic transmission; neural coding of simple and complex sounds; feedback control; and the physiological bases for hearing disorders. Emphasis on experimental observations, theories, quantitative models, and clinical relevance. HST.722 Brain Mechanisms for Hearing and",,"HST.718, HST.714J",G,Spring,4-0-8,H-LEVEL Grad Credit,"M. C. Liberman, D. Freeman, Staff",,
HST.722,Brain Mechanisms for Hearing and Speech," The anatomy and physiology of the central nervous system relevant to speech and hearing. Specific topics include: the anatomy, connections, neurochemistry and single-neuron physiology of the brainstem auditory system including the feedback control systems; the midbrain and forebrain auditory system; auditory evoked potentials; motor control and the control of the muscles of speech; cortical representation of speech and language function. HST.724 Clinical Aspects of Speech and",,HST.720,G,Fall,4-0-8,H-LEVEL Grad Credit,"J. J. Guinan, Jr., M. C. Brown",,
HST.724,Clinical Aspects of Speech and Hearing," HST.722 Clinical approaches to speech and hearing problems. Lectures, discussion sessions, and presentations of patients by otolaryngologists, audiologists, speech clinicians, pathologists, rehabilitation specialists, and bioengineers. Principles of clinical research. HST.730 Molecular Biology of the Auditory",,"HST.714J, HST.718, HST.720, and",G,Spring,12-0-12,H-LEVEL Grad Credit,"J. B. Nadol, Staff",,
HST.730,Molecular Biology of the Auditory System," An introductory tutorial-based approach to the auditory system. First half focuses on human genetics and molecular biology, covering fundamentals of pedigree analysis, linkage analysis, molecular cloning, and gene analysis as well as ethical/legal issues, all in the context of an auditory disorder. Second half emphasizes molecular approaches to function and dysfunction of the cochlea, and is based on readings and discussion of research literature. HST.780-789 Special Subjects in the",,7.012 or 7.013 or 7.014 or equivalent,G,Fall,3-0-9,H-LEVEL Grad Credit,"C. C. Morton, W. F Sewell",,
HST.780-789,Special Subjects in the Speech and Hearing Sciences (New), Can be repeated for credit Opportunity for group study of advanced subjects related to the Speech and Hearing Sciences not otherwise included in the curriculum. Offerings initiated by members of the SHS faculty on an ad hoc basis subject to program approval. Prerequisites may vary by topic; consult faculty at time of offering. HST.790 Research Approaches to Speech,,Permission of instructor,G,"Fall,",Units arranged,H-LEVEL Grad Credit,L. D. Braida,,
HST.790,Research Approaches to Speech and Hearing," Methods and ideas in research on speech and hearing. Approaches and techniques of various research groups are analyzed. Readings and discussions illustrate how knowledge has been gained in the speech and hearing sciences. Professional responsibilities of scientists and issues such as standards for conducting research, integrity in science, criteria for human and animal studies are examined in detail. A written research proposal is required of each student. HST.791 Speech and Hearing Laboratory",,6.021J or 6.501 or 7.20 or 9.00,G,Spring,6-0-6,H-LEVEL Grad Credit,"N. Y. S. Kiang, Staff",,
HST.791,Speech and Hearing Laboratory Visits," A weekly meeting to acquaint first-year students in the Speech and Hearing Sciences wtih research opportunities. Meetings at different laboratories are hosted by faculty members of the program. These informal, introductory visits are designed to acquaint students with the kinds of work done in each laboratory. HST.799 Special Topics in Speech and",,,G,"Fall,",0-1-0,[P/D/F],N. Y. S. Kiang,,
HST.799,Special Topics in Speech and Hearing," Can be repeated for credit Assigned reading or research on special topics in theoretical, experimental, or clinical aspects of speech and hearing science. Arranged on individual basis with a research supervisor. At time of registration, a project proposal is required and a concise written progress report endorsed by the supervisor must be submitted to the instructor in charge at the end of each term. Descriptions of Subjects 543 Whitaker College of Health Sciences and Technology HST.901J Health Economics",,Permission of Instructor,G,"Fall,",Units arranged,[P/D/F] H-LEVEL Grad Credit,W. T. Peake,,
HST.901J,Health Economics, See description under subject 14.21J. HST.903J Health Economics Seminar,,14.01,U,Fall,3-0-9,HASS,J. E. Harris,14.21J,
HST.903J,Health Economics Seminar, Can be repeated for credit See description under subject 14.286J. HST.920J Health Technology,,"14.04, permission of instructor",G,Spring,3-0-9,H-LEVEL Grad Credit,J. E. Harris,14.286J,
HST.920J,Health Technology, Prereq.; Permission of instructor See description under subject 15.136J. HST.959 Research Topics in Medical,,,,,3-0-6,H-LEVEL Grad Credit,"S. N. Finkelstein, C. L. Cooney","15.136J, 10.547J",Acad Year 1996-97: Not offered Acad Year 1997-98: G Spring
HST.959,Research Topics in Medical Informatics," Can be repeated for credit Research methods and ideas involved in addressing the information needs of medical education, medical practice, and biomedical research. Topics include clinical information system design, medical knowledge representation, clinical decision making, cost effectiveness analysis, image management, software engineering, and evaluation approaches for information systems. Activities in various research groups are analyzed, and supplemented by readings and discussions. A written proposal and supervised project work are required. HST.ThG Graduate Thesis",,,G,"Fall,",Units arranged,[P/D/F],"M. C. Weinstein, S. G. Pauker",,
HST.ThG,Graduate Thesis, Can be repeated for credit Program of graduate research leading to the writing of a Ph.D. or Sc.D. thesis or to the HST S.M. thesis; to be arranged by the student and an appropriate MIT faculty advisor. HST.UR Undergraduate Research in Health,,,G,"Fall,",Units arranged,H-LEVEL Grad Credit,M. L. Gray,,
HST.UR,Undergraduate Research in Health Sciences and Technology," Can be repeated for credit HST.URG Undergraduate Research in Health Sciences and Technology Can be repeated for credit Extended participation in the work of a faculty member or research group. Research is arranged by mutual agreement between the student and a member of the faculty of the Harvard-MIT Division of Health Sciences and Technology, and may continue over several terms. Registration requires submission of a written proposal, signed by the faculty supervisor. A summary report must be submitted at the end of each term. 544 Chapter Vill Program in Media Arts and Sciences MAS Media Arts and Sciences For degree requirements, see listing in Chapter VII under the School of Architecture and Planning. Undergraduate Subjects MAS.UR Undergraduate Research in Media",,,U,"Fall,",Units arranged,,H. F. Bowman,,
MAS.UR,Undergraduate Research in Media Arts and Sciences," Can be repeated for credit MAS.URG Undergraduate Research in Media Arts and Sciences Can be repeated for credit Individual or group study, research, or laboratory investigations under faculty supervision, including individual participation in an ongoing research project. See UROP coordinator for further information. MAS.100 Introduction to Media Arts and",,,U,"Fall,",Units arranged,,C. Schmandt,,
MAS.100,Introduction to Media Arts and Sciences," Examines new technologies and applications in information and entertainment, perceptual computing, learning and common sense. Explores the convergence of computing, communications, and consumer electronics, with emphasis on the human interface, machine intelligence, and personalized media. Includes introductions to holography, computer graphics, interactive cinema, electronic music, digital television, machine vision, speech processing, interface agents, and interface physics. Large lecture format accompanied by team research projects on world activities in these areas. MAS.123 Tools for Thought",,,U,Spring,3-0-3,,N. P. Negroponte,,
MAS.123,Tools for Thought," Examines how technological tools support new ways of thinking and learning. Considers the role of toys, microworlds, ""intelligent"" tutors, and virtual communities in the learning process. Emphasizes the use of artifacts as representational and expressive aids for learning, problem-solving, and communication. Students explore tools-to-think with, analyze them, and design new ones. MAS.124 Intentionality",,,U,Spring,3-3-6,,"M. Resnick, M. Brand, J. Cassell",,
MAS.124,Intentionality (New)," Often it is not what is said, but what one does that communicates one's intentions. Facial expressions, body or hand movements, gaze, tone of voice, pauses, or other sounds are examples. Similarly, the intentions of a group are read from the patterns of individual interactions and movements. Subject explores the basic forms of expressing intentionality both in individual and group settings, in both humans and other animals. Projects show how correct recognition and interpretation of intentional acts may be recovered, using situations such as conversation, strolling down the street, driving, dance (including animal behaviors), and sports such as soccer or football. MAS.134 Story: Representation and",,,U,Spring,2-4-6,,"A. Pentland, W. Richards",,
MAS.134,Story: Representation and Process," Principles of narrative and presentation taught in a studio context. Expression in multiple media. Design and analysis of representation of media content and narrative structure. Basic techniques of visual design, video storytelling, information retrieval, and personalization. Class requirements include readings and a series of group and individual projects in several different media. Limited enrollment. MAS.142 Performance",,"6.001, MAS 100",U,Fall,3-3-6,,"G. Davenport, K. Haase",,
MAS.142,Performance," Introduction to interactive performance systems in a variety of media (with emphasis on music), from the theoretical, interface, and creative expression points of view. Subject covers real-time control issues, unobtrusive monitoring of physical gesture and human voice, intelligent interpretation of human expressive intention, and mapping of user control to performance results. Class projects include systems that demand various types and levels of skill in interactive environments that support collaboration and collective performance. Final project is an interactive performance, designed and created by groups of students. MAS.160 Signals, Systems, and Information",,,U,Fall,2-4-6,,T. Machover,,
MAS.160,"Signals, Systems, and Information for Media Technology"," Fundamentals of signals, systems, and information theory with emphasis on modeling both the audio/visual message and the human recipient. Linear systems, difference equations, Z-transforms, sampling and sampling rate conversion, convolution, filtering, modulation, Fourier analysis, entropy, noise, Shannon's fundamental theorems. Additional topics may include data compression, filter design, and feature detection. Meets with graduate subject MAS.51 0, but assignments differ. Perceptual Computing MAS.210 High-Level Computer Vision:",MAS.510,18.02,U,Fall,4-0-8,,"V. M. Bove, Jr., R. W. Picard",,
MAS.210,High-Level Computer Vision: Methods and Models," Addresses high-level computer vision issues such as geometric reconstruction, vision for autonomous navigation, recognition, scene labeling, and scene monitoring. Consideration of vision as an inference problem where the system is attempting to make decisions about the scene. Second half emphasizes image sequences where variation over time is important. Focus is on both the fundamental research problems addressed as well as the specific mathematical and artificial intelligence techniques applied. Meets with graduate subject MAS.624, but assignments differ. MAS.234J Cognitive Architectures",MAS.624,6.801 or permission of instructor,,,3-0-9,,"A. Bobick, Staff",,Acad Year 1996-97: U Spring Acad Year 1997-98: Not offered
MAS.234J,Cognitive Architectures, See description under subject 9.34J. Descriptions of Subjects 545 MAS School of Architecture and Planning MAS.241 Audio Processing by People and,,9.62 or 9.00,U,Fall,3-0-6,,W. A. Richards,"9.34J, MAS.654",
MAS.241,Audio Processing by People and Machines (New)," Principles of information processing by the human auditory system, from detection of frequency, intensity, and spectrum, to the development of their perceptual correlates as pitch, loudness, and timbre. Machine models of the human auditory and musical experience using perceptually-based sensor and interpretor constructs, sufficient to enable machines to experience sound and music in a manner related to our own. Exploring auditory and music cognition with the aid of real-time audio processors. Modeling musical common sense. MAS.290 Special Projects in Perceptual","21M.566J, MAS.641J",Permission of instructor,U,Fall,3-0-6,,B. Vercoe,,
MAS.290,Special Projects in Perceptual Computing," Can be repeated for credit MAS.291 Special Projects in Perceptual Computing Can be repeated for credit Special projects on group or individual basis. Registration subject to prior arrangement of subject matter and supervision by staff. Staff Learning and Common Sense MAS.334 Software Agents Seminar Can be repeated for credit Work on an individual or group basis in the area of intelligent software which helps users deal with information and work overload. Assorted readings from the literature. Students required to participate actively in the class discussions. Final project. Meets with graduate subject MAS.737, but assignments differ. MAS.390 Special Projects in Learning and",MAS.737,Permission of instructor,U,Fall,Units arranged,,P. Maes,,
MAS.390,Special Projects in Learning and Common Sense," Can be repeated for credit MAS.391 Special Projects in Learning and Common Sense Can be repeated for credit Special projects on group or individual basis. Registration subject to prior arrangement of subject matter and supervision by staff. Staff Information and Entertainment MAS.432, MAS 433 Graphics/imaging Media Projects Can be repeated for credit Special work on an individual or group basis combining research and projects of multidimensional graphics, typography, imaging, static or dynamic, 2or 3-D, and audio in an intelligent electronic design environment. Registration subject to prior acceptance of project, supervision by VLW staff. Completion dependent on successful demonstration and documentation of semester's project. Staff MAS.440 Workshop in Elastic Movie Time A workshop in methods for the design and production of interactive multimedia. Establishes the interactive system as an expressive and dynamically adjustable object. Considers a range of topics including collaborative authorship, cinematic journalism, techniques of video shooting and editing, and interface design. Students work in teams of three or four to design, produce, and program segments of the collaborative publication. Meets with MAS.848, but assignments differ. MAS.450 Holographic Imaging",MAS.848,Permission of instructor,U,Fall,3-3-6,,G. Davenport,,
MAS.450,Holographic Imaging," A laboratory-based exploration of the principles, techniques, and applications of holography as a 3-D image communication medium. Begins with interference and diffraction, and proceeds through laser off-axis holography to white-light ""rainbow"" and reflection holography. Term project required, with oral presentation and written report. Lab fee. Limited enrollment with preference given to freshmen and sophomores. Meets with graduate subject MAS.854, but assignments differ. MAS.490 Special Projects in Information",MAS.854,Permission of instructor,U,Fall,3-5-4,Institute LAB,S. Benton,,
MAS.490,Special Projects in Information and Entertainment," Can be repeated for credit MAS.491 Special Projects in Information and Entertainment Can be repeated for credit Special projects on group or individual basis. Registration subject to prior arrangement of subject matter and supervision by staff. Staff MAS.497 Research in Media Technology Can be repeated for credit For advanced undergraduate research in Media Arts and Sciences. Staff Graduate Subjects MAS.ThG Graduate Thesis Can be repeated for credit Program of graduate research and writing of thesis; to be arranged by the student with supervising committee. MAS.510 Signals, Systems, and Information for Media Technology Meets with undergraduate subject MAS.160. Requires the completion of additional advanced homework problems. See description under subject MAS.160. 546 Chapter Vill Program in Media Arts and Sciences MAS Perceptual Computing MAS.622J Pattern Recognition and Analysis",MAS.160,18.02,G,Fall,4-0-8,,"V. M. Bove, Jr., R. W. Picard",,
MAS.622J,Pattern Recognition and Analysis," theory and linear algebra Fundamentals of characterizing and recognizing patterns and features of interest in numerical data. Basic tools and theory for signal understanding problems with examples from multi-media, environmental monitoring, computer vision, remote sensing, medical and biological image processing. Decision theory, statistical classification, maximum likelihood and Bayesian estimation, non-parametric methods, unsupervised learning and clustering, context-dependent methods. Additional topics from active research. MAS.624 High-Level Computer Vision:",,A working knowledge of probability,,,3-0-9,H-LEVEL Grad Credit,"A. Bobick, R. W. Picard",1.126J,Acad Year 1996-97: Not offered Acad Year 1997-98: G Spring
MAS.624,High-Level Computer Vision: Methods and Models, Meets with undergraduate subject MAS.21 0. Additional attendance at occasional seminars is required along with a research paper or project involving high-level vision. See description under subject MAS.210. MAS.626J Image Representations for Vision,MAS.210,Permission of instructor,,,3-0-9,,"A. Bob/ck, Staff",,Acad Year 1996-97: G Spring Acad Year 1997-98: Not offered
MAS.626J,Image Representations for Vision," Natural and artificial vision systems begin by transforming an image into a set of representations, thus choosing the ""languages"" to be used at each stage of visual processing. This seminar surveys a variety of representations proposed in the context of human perception, neurophysiology, machine vision, and image processing, and explores how these representations can be used in such tasks as object recognition, image data compression, motion analysis, texture analysis, and so on. A reasonable facility with mathematics and computation will be expected. MAS.627J Special Topics in Vision Science",,MAS.51 0 or permission of instructor,G,Fall,2-0-7,H-LEVEL Grad Credit,"E. H. Adelson, A. Pentland, A. Bobick",9.358J,
MAS.627J,Special Topics in Vision Science, Can be repeated for credit See description under subject 9.359J. MAS.630 Advanced Seminar In Affective,,Permission of instructor,G,Spring,2-0-7,H-LEVEL Grad Credit,E. H. Adelson,9.359J,
MAS.630,Advanced Seminar In Affective Computing (New)," Can be repeated for credit An advanced seminar on issues of current interest involving computers which can recognize, express, and ""have"" emotions. Topics vary from year to year. Participants discuss the current literature. MAS.632 Conversational Computer",,Permission of instructor,,,2-0-7,[P/D/F] H-LEVEL Grad Credit,R. W. Picard,,Acad Year 1996-97: G Spring Acad Year 1997-98: Not offered
MAS.632,Conversational Computer Systems," Interaction with computer systems by voice, including speech synthesis, recognition, and digital recording techniques. Emphasis on human interface design issues and interaction techniques to successfully exploit the speech medium for computer applications, including extensive reading from current research literature. Topics include human speech production and perception, isolated and connected speech recognition, text-to-speech synthesis algorithms, telephone technologies, parsers, and dialogue generation. MAS.641J Audio Processing by People and",,Permission of instructor,G,Fall,3-0-6,H-LEVEL Grad Credit,C. Schmandt,,
MAS.641J,Audio Processing by People and Machines," Lectures same as MAS.241, with additional readings and a group or individual project. See description under subject MAS.241. MAS.642J Writing for Computer","MAS.241, 21 M.566J",Permission of instructor,G,Fall,3-0-6,H-LEVEL Grad Credit,B. Vercoe,,
