Number,Title,Description,URL
CAS PO 171,Introduction to International Relations,"Undergraduate core course. Explores major issues in international relations, including conflict, cooperation, and governance. Addresses dominant international relations theories and their application. Investigates state system, international law and organization, transnational actors, state behavior, and globalization. Carries social science divisional credit in CAS. Effective Fall 2018, this course fulfills a single unit in each of the following BU Hub areas: Social Inquiry I, Global Citizenship and Intercultural Literacy.",/academics/cas/courses/cas-po-171/
CAS PO 191,Introduction to Political Theory,"Undergraduate core course. Fundamental questions of political life are addressed by analyzing works of political philosophy. Historical and contemporary events and issues illustrate and complicate analysis of conceptions of authority, justice, liberty, and equality. Many definitions of government, law, and rights are considered. Carries social science divisional credit in CAS. Effective Fall 2018, this course fulfills a single unit in each of the following BU Hub areas: Philosophical Inquiry and Life's Meanings, Ethical Reasoning, Critical Thinking.",/academics/cas/courses/cas-po-191/
CAS PO 220,Britain and Europe: A New Beginning?,"Undergraduate Prerequisites: enrollment in London Internship Program. - What is Britain? What is Europe? Where did Brexit come from, and where could it go? Understand the origins and evolution of the United Kingdom's complex relationship with Europe, and with (as well as within) the European Union. Effective Fall 2022, this course fulfills a single unit in each of the following BU Hub areas: Global Citizenship and Intercultural Literacy, Historical Consciousness.",/academics/cas/courses/cas-po-220/
CAS PO 280,American Policymaking in the Global Era: American Grand Strategy and Decision Making in a Rapidly C,"Undergraduate Prerequisites: enrollment in the Washington, DC Internship Program. - The United States is no longer the unrivaled global superpower. While it remains the most consequential actor in the international system today, it is not the only voice that matters, and U.S. policymakers must contend with competition from rising powers and global organizations. The aim of the course is to put these debates in a global context by giving you an overview of international relations, grounding you in the many factors that influence international decision making in Washington, and providing you with a sense of how key parts of Washington work to address the challenges we face today. Effective Fall 2023, this course fulfills a single unit in each of the following BU Hub areas: Oral and/or Signed Communication, Global Citizenship and Intercultural Literacy.",/academics/cas/courses/cas-po-280/
CAS PO 300,Special Topics in American Politics,"Undergraduate Prerequisites: junior standing or consent of instructor. - Topics vary. May be taken multiple times for credit providing the topic is different. Topic for Fall 2023, Section A1: American Political Thought. Introduces students to major traditions and theories of American political thought, including liberalism, republicanism, abolition democracy, and settler colonialism. Explores contemporary issues in American politics, such as economic inequality, reparations, gun rights/gun violence, and originalism. Topic for Spring 2024, Section S1: State and Local Governments. Looks at the most visible and impactful forms of government for most Americans. Students engage with a variety of sources and activities to better understand the finances, functions, and politics of state and local governments.",/academics/cas/courses/cas-po-300/
CAS PO 301,Presidential Leadership,"Presidential power and functions; relations with Congress, political party, and the public; personality and leadership; and comparative study of selected presidents. Effective Fall 2023, this course fulfills a single unit in each of the following BU Hub areas: Oral and/or Signed Communication, Social Inquiry II.",/academics/cas/courses/cas-po-301/
CAS PO 302,Congress,"Undergraduate Prerequisites: (CASPO111 OR CASPO141) or consent of instructor. - The United States Congress is the most studied branch of U.S. Government, and central to our understanding of policy, elections, and representative democracy. The purpose of this course is to examine two fundamental questions: (1) what do Members of Congress do and why and (2) how do the individual and collective actions of Members of Congress explain national policy? Throughout, we will debate the common criticism that ""Congress is broken'' and consider its effectiveness as an institution. Effective Spring 2020, this course fulfills a single unit in each of the following BU Hub areas: Social Inquiry II, Critical Thinking.",/academics/cas/courses/cas-po-302/
CAS PO 303,It's a Free Country: Civil Liberties in America,"An accessible introduction to American civil liberties. Students will read a sampling of key Supreme Court cases about issues including speech, religion, privacy and equality. They will understand the key the debates, considerations, and decisions about old and new civil liberties challenges in the U.S. Effective Fall 2019, this course fulfills a single unit in each of the following BU Hub areas: Philosophical Inquiry and Life's Meanings, Ethical Reasoning, Critical Thinking.",/academics/cas/courses/cas-po-303/
CAS PO 304,The Judicial Process,"Undergraduate Prerequisites: (CASPO111 OR CASPO141) or consent of instructor. - Introduction to the judicial process. Topics include the role of lawyers and judges, the structure of the court system, juries, and legal reasoning. Primarily intended for students who have little or no exposure to law courses. Effective Fall 2019, this course fulfills a single unit in each of the following BU Hub areas: Social Inquiry II, Ethical Reasoning, Critical Thinking.",/academics/cas/courses/cas-po-304/
CAS PO 306,Media and Politics in the United States,"Undergraduate Prerequisites: (CASPO111) or consent of instructor. - Examines changes over time in the American polity's assumptions about what the press ought to do. In particular, relates our understanding of the press's role to contemporary media developments including technological changes, corporate media ownership, and the re- amateurization of journalism. Effective Spring 2020, this course fulfills a single unit in each of the following BU Hub areas: Social Inquiry II, Critical Thinking.",/academics/cas/courses/cas-po-306/
CAS PO 307,Public Opinion in American Politics,"Undergraduate Prerequisites: (CASPO111 OR CASPO141) or consent of instructor. - Public opinion is a central component of democratic politics; in this course we study public opinion in the United States. In addition to this substantive focus, the course is intended to foster the development of two skills: critical reading and rigorous, careful and clear writing. Effective Fall 2018, this course fulfills a single unit in the following BU Hub area: Social Inquiry I. Effective Fall 2020, this course fulfills a single unit in the following BU Hub area: Social Inquiry II.",/academics/cas/courses/cas-po-307/
CAS PO 308,The Politics of Race and Ethnicity,"Combining research from history, political science, sociology, and economics, this course examines the role of race and ethnicity in shaping American politics and policy. Effective Fall 2019, this course fulfills a single unit in each of the following BU Hub areas: Social Inquiry II, Ethical Reasoning, Critical Thinking.",/academics/cas/courses/cas-po-308/
CAS PO 309,Women and Politics,"Readings, discussion, and field research on issues of women's relationship to the processes of political influence, change, and empowerment. Analysis of public policy related to women and children.",/academics/cas/courses/cas-po-309/
CAS PO 313,The Politics and Policy of HBO's The Wire,"HBO's television series The Wire is used to explore politics and policy. A number of interdisciplinary topics are covered, including the war on drugs, urban elections, bureaucracy, rational choice theory, and the decline of American cities. Effective Fall 2018, this course fulfills a single unit in each of the following BU Hub areas: Social Inquiry II, Ethical Reasoning, Teamwork/Collaboration.",/academics/cas/courses/cas-po-313/
CAS PO 316,Race and the Politics of Criminal Justice Policy,"Undergraduate Prerequisites: (CASPO111 OR CASPO141) - How many people are affected by the criminal justice system? What is the relationship between crime and race? What criminal justice policies, if any, should change? In this course, students grapple with these questions. Effective Fall 2018, this course fulfills a single unit in each of the following BU Hub areas: Social Inquiry I, Ethical Reasoning, Critical Thinking.",/academics/cas/courses/cas-po-316/
CAS PO 320,Special Topics in Public Policy,Undergraduate Prerequisites: junior standing or consent of instructor. - Topics vary. May be taken multiple times for credit providing the topic is different.,/academics/cas/courses/cas-po-320/
CAS PO 321,Foundations of American Public Policy,"Undergraduate Prerequisites: (CASPO 111 or 151). - This course investigates the social and political roots of US public policies. We use historical perspectives and social scientific analysis to shed light on the seemingly unique American solutions to pressing social and economic problems. Effective Fall 2024, this course fulfills a single unit in each of the following BU Hub areas:   Ethical Reasoning, Historical Consciousness.",/academics/cas/courses/cas-po-321/
CAS PO 322,"The Politics of Science, Care, and the Environment","Undergraduate Prerequisite: First Year Writing Seminar (e.g., WR 100 or WR 120). - This interdisciplinary course explores political conflicts over environmental problems as conflicts over science and care. Content ranges from concrete cases of U.S. environmental challenges (toxic exposure, wildlife in suburbs), to environmental political theory and the politics of climate change. Effective Spring 2024, this course fulfills a single unit in each of the following BU HUB areas: Writing-Intensive Course, Social Inquiry II, Creativity/Innovation.",/academics/cas/courses/cas-po-322/
CAS PO 328,North-South Relations,"Employs a multidisciplinary approach to analyze the relations between the industrialized nations of the ""North"" and the developing nations of the ""South."" Addresses historical and current issues in North-South relations, including trade, investment, migration, regional economic integration, and the environment.",/academics/cas/courses/cas-po-328/
CAS PO 329,International Political Economy,"Emphasizes the dynamic interaction between politics and economics to understand and explain historical and contemporary issues in international political economy, including international monetary, trade, investment, financial, and environmental relations. Considers emerging challenges and structures in the international political economy. Effective Fall 2024 fulfills a single unit in each of the following BU Hub areas:  Global Citizenship and Intercultural Literacy, Social Inquiry II.",/academics/cas/courses/cas-po-329/
CAS PO 330,Special Topics in Comparative Politics,Undergraduate Prerequisites: junior standing or consent of instructor. - Topics vary. May be taken multiple times for credit providing the topic is different.,/academics/cas/courses/cas-po-330/
CAS PO 331,Comparative Political Economy,"Undergraduate prerequisite: First-Year Writing Seminar (e.g., CAS WR 100 or WR 120) - Introduces students to comparative political economy from a historical perspective, covering the early development of capitalism, industrialization, the welfare state, and the evolution of industry regulation, continuing to topics like deindustrialization, economic stagnation, and the rise of economic inequality.",/academics/cas/courses/cas-po-331/
CAS PO 333,Democratic Erosion,"Trends in American and European politics have engendered fears about a turn toward authoritarianism where it was once unthinkable. This course explores the causes and consequences of democratic erosion, helping students to put recent developments into comparative and historical perspective. Effective Fall 2019, this course fulfills a single unit in each of the following BU Hub areas: Social Inquiry II, Global Citizenship and Intercultural Literacy, Research and Information Literacy.",/academics/cas/courses/cas-po-333/
CAS PO 334,Political Violence,"Explores the concept of political violence and the dynamics of violent political behavior. Critically examines the causes and consequences of political violence around the world. Topics include civil war, government repression and disciplining, electoral violence, riots and demonstrations, vigilante and intercommunal violence. Comparative perspectives with a particular emphasis on the Global South. Effective Fall 2019, this course fulfills a single unit in each of the following BU Hub areas: Social Inquiry II, Global Citizenship and Intercultural Literacy, Critical Thinking.",/academics/cas/courses/cas-po-334/
CAS PO 335,Gender & Global Politics,"Introduction to gender and global politics, across both developing and advanced industrial democracies. Focuses on political and economic underpinnings of gender inequality. Students propose and analyze policy solutions to address political gender inequality around the globe using data and cases. Effective Spring 2024, this course fulfills a single unit in each of the following BU Hub areas: Ethical Reasoning, Global Citizenship and Intercultural Literacy, Critical Thinking.",/academics/cas/courses/cas-po-335/
CAS PO 336,Voting Rights,"Undergraduate Prerequisites: CAS PO 111 or CAS PO 151 - Examines voting rights in the United States, including the social, legal, and political movements that have affected who has the right to vote; how that right is exercised; and current legal and political developments. Effective Spring 2024, this course fulfills a single unit in each of the following BU HUB areas: Ethical Reasoning, Historical Consciousness.",/academics/cas/courses/cas-po-336/
CAS PO 338,Urban Politics of the Global South,"The majority of the world's population now lives in cities. Course explores the origins and history of cities in global south (Latin America, Africa, Asia), with particular attention to colonialism and its effects on contemporary inequality and democracy. Looks at questions of citizenship, governance, informality, democracy, and the role of civil society, in dealing with challenges of urban inequality and climate change.",/academics/cas/courses/cas-po-338/
CAS PO 341,European Politics,"Undergraduate Prerequisites: (CASPO241 OR CASPO251) - Comparative study of politics in member states of the European Union, with emphasis on political development, institutions, major issues in contemporary politics, and the impact of European integration. Selective references to original and new member states of the EU.",/academics/cas/courses/cas-po-341/
CAS PO 343,Europe and International Relations,"Provides an overview of European affairs. Topics include the foreign policies of European nations, the dynamics of European integration, NATO, international migration and ethnic conflict, and European relations with the United States, Russia, and neighboring countries.",/academics/cas/courses/cas-po-343/
CAS PO 344,"Democracy: Its Origins, Breakdown and Outcomes","Undergraduate Prerequisites: (CASPO151 OR CASSO100) - How do political scientists explain the emergence of democratic regimes? And what factors explain their breakdown? We look at these questions across a range of countries in the Americas, Europe, the Middle East, and other regions of the world. Effective Spring 2024, this course fulfills a single unit in each of the following BU Hub areas: Global Citizenship and Intercultural Literacy, Social Inquiry II, Teamwork/Collaboration.",/academics/cas/courses/cas-po-344/
CAS PO 346,"Bombs and Bombshells: Gender, Armed Conflict, and Political Violence","Undergraduate Prerequisites: sophomore, junior, or senior standing. - Interdisciplinary course surveying women's relationship to political violence with a focus on the evolution of women's international participation in non-state, religiously-motivated groups. Women's roles in political violence throughout Western Europe, North America, and the Middle East are explored.",/academics/cas/courses/cas-po-346/
CAS PO 350,The Making of Asia,"Explores the diverse experiences of modernization and development in China, Japan, Korea, as well as the countries of Southeast Asia. Also examines the domestic and international impacts of growing social-economic ties, as well as the complex security challenges among Asian states. Effective Fall 2018, this course fulfills a single unit in each of the following BU Hub areas: Social Inquiry I, Global Citizenship and Intercultural Literacy.",/academics/cas/courses/cas-po-350/
CAS PO 351,China: from Revolution to Reform,"Introduction to modern Chinese politics including the development of the Chinese Communist Party (CCP) and the political development of the PRC since its founding in 1949. Focus is on the party's official policy and its changing relationships with the people of China. Effective Fall 2019, this course fulfills a single unit in each of the following BU Hub areas: Historical Consciousness, Social Inquiry I.",/academics/cas/courses/cas-po-351/
CAS PO 352,Rise of China,"China's political, economic, and strategic development since the late nineteenth century, with emphasis on the period since 1949. Examines three questions: In what ways is China rising? How did it happen? What are the impacts of China's rise on the U.S. and the global system? Effective Fall 2018, this course fulfills a single unit in each of the following BU Hub areas: Social Inquiry I, Global Citizenship and Intercultural Literacy, Research and Information Literacy.",/academics/cas/courses/cas-po-352/
CAS PO 355,International Relations of South Asia,"Introduction to South Asia and regional conflict and cooperation. Focus on India, Pakistan, Afghanistan, Bangladesh, and Sri Lanka inter-state relations; great power interventions; power distributions; norms; political, military, and economic conflict and cooperation.",/academics/cas/courses/cas-po-355/
CAS PO 356,Nuclear Security,"Provides students with the foundation for understanding nuclear security in the twenty-first century. Emphasis on the American Cold War experience, the growing threat of nuclear proliferation, the renaissance of civilian nuclear power, safeguards, and nuclear weapons under budget constraints. Effective Fall 2019, this course fulfills a single unit in each of the following BU Hub areas: Ethical Reasoning, Oral and/or Signed Communication, Teamwork/Collaboration.",/academics/cas/courses/cas-po-356/
CAS PO 357,Causes of War and Peace,"War is the most destructive social act in which humanity engages. Why does war happen? This question is addressed by focusing on a variety of scholarly explanations. Theoretical discussions are paired with an examination of historical cases. Effective Fall 2019, this course fulfills a single unit in each of the following BU Hub areas: Social Inquiry II, Ethical Reasoning.",/academics/cas/courses/cas-po-357/
CAS PO 360,Introduction to Latin American Politics and International Relations,"Examines patterns and complexities of Latin American politics and foreign policies. Focuses on a range of Latin American political and historical experiences, from colonization to global inequality to the impact of Indigenous, Black, feminist and other social movements in the region. Effective Fall 2020, this course fulfills a single unit in each of the following BU Hub areas: Global Citizenship and Intercultural Literacy, Historical Consciousness.",/academics/cas/courses/cas-po-360/
CAS PO 368,Introduction to Middle East Politics,Employs social science theories to explain the political development of the Middle East since World War I. Part 1 examines state formation and competing explanations for authoritarianism. Part 2 analyzes social movements ranging from Islamist groups to mass mobilization.,/academics/cas/courses/cas-po-368/
CAS PO 369,Comparative Development in the Middle East,"This course surveys pertinent topics relating to the socio-economic and political development of the Middle East and North African throughout the 20th and 21st centuries. Students will explore and critical analyze themes relating to colonialism and state formation and statebuilding, regime types, oil and rentierism, civil society, authoritarianism and democratization, military spending, gender relations, Islamist movements, elections, revolutions and social movements, territorial disputes, foreign intervention, and sectarianism and identity politics. Effective Spring 2024, this course fulfills a single unit in each of the following BU Hub areas: Social Inquiry I, Oral and/or Signed Communication, Critical Thinking.",/academics/cas/courses/cas-po-369/
CAS PO 373,African Politics Today,"An introduction to the issues dominating African political life today. Core course debates revolve around recent trends in African economic growth, democratic governance, and armed conflict, in addition to several other issues of contemporary concern.",/academics/cas/courses/cas-po-373/
CAS PO 375,Democracy and Protest in the Global South,"Explores roots, dynamics, and implications of recent popular protests both for democracy (e.g. 2011 Arab Spring) as well as challenges to established democracies (e.g. South Africa, Brazil). Focus on North and Sub-Saharan Africa, Latin America and Asia. Effective Fall 2023 fulfills a single unit in each of the following BU Hub areas: Critical Thinking, Global Citizenship, Social Inquiry I.",/academics/cas/courses/cas-po-375/
CAS PO 377,Africa in International Politics,"Introduction to the international relations of post-colonial Africa. Core themes include the politics of post-independence international alignments, the external causes and effects of authoritarian rule, and Africa's role in the global political economy.",/academics/cas/courses/cas-po-377/
CAS PO 378,International Human Rights: Applying Human Rights in Africa,"Meets with CAS IR 352. Studies the growing international influence on politics of human rights principles, documents, and organizations, drawing especially on African cases such as Congo, Zimbabwe, and Sudan. The class explores the relationship between civil and political rights and economic, social, and culture rights. We consider debates over claims of universality vs. cultural relativism, individual vs. group rights, and ways to improve human rights enforcement well respecting local cultures. Effective Fall 2019, this course fulfills a single unit in each of the following BU Hub areas: Global Citizenship and Intercultural Literacy, Ethical Reasoning, Teamwork/Collaboration.",/academics/cas/courses/cas-po-378/
CAS PO 379,Religion and Politics,"Introduction to the comparative study of the political role of religious institutions and beliefs. Covers issues such as religion's relationship to violence and terrorism, democracy and human rights, group identity, gender and sexuality, and modernity and secularism. Effective Spring 2024, this course fulfills a single unit in each of the following BU Hub areas: The Individual in Community, Global Citizenship and Intercultural Literacy, Teamwork/Collaboration.",/academics/cas/courses/cas-po-379/
CAS PO 380,Special Topics: International Relations in Political Science,Undergraduate Prerequisites: junior standing or consent of instructor. - Topics vary. May be taken multiple times for credit providing the topic is different.,/academics/cas/courses/cas-po-380/
CAS PO 381,History of American Foreign Relations since 1898,"Analysis of the history of American foreign policy from the perspective of the changing world and regional international systems; emphasis on the effect of these systems and the impact of America on the creation and operation of international systems. Effective Fall 2018, this course fulfills a single unit in the following BU Hub areas: Historical Consciousness, Social Inquiry II.",/academics/cas/courses/cas-po-381/
CAS PO 384,Global Governance and International Organization,"Provides an overview of major theoretical perspectives on the creation and function of international organizations, comparative case studies of selected organizations, and an examination of present and future roles of international organizations in selected issue areas. Effective Fall 2018, this course fulfills a single unit in each of the following BU Hub areas: Social Inquiry I, Global Citizenship and Intercultural Literacy.",/academics/cas/courses/cas-po-384/
CAS PO 390,Special Topics in Political Theory,Undergraduate Prerequisites: junior standing or consent of instructor. - Topics vary. May be taken multiple times for credit providing the topic is different.,/academics/cas/courses/cas-po-390/
CAS PO 392,Modern Political Theory,"Fundamental questions of ethics and politics are addressed by analyzing works of political philosophy from the Enlightenment in the 17th century through the 20th century. Considers their various conceptions of human nature, the social contract, rights, government, justice, and revolution. Effective Spring 2020, this course fulfills a single unit in each of the following BU Hub areas: Philosophical Inquiry and Life's Meanings, Ethical Reasoning, Critical Thinking.",/academics/cas/courses/cas-po-392/
CAS PO 394,Catastrophe and Memory,"Examines the ways in which catastrophes, both natural and social, enter into cultural memory. Goal is to understand how events that seem to defy comprehension are represented in works of art and given a place in the memory of a culture. Effective Fall 2018, this course fulfills a single unit in each of the following BU Hub areas: Aesthetic Exploration, Historical Consciousness, Research and Information Literacy.",/academics/cas/courses/cas-po-394/
CAS PO 395,Domination/Liberation,"In this political theory course, we examine dilemmas surrounding domination and liberation in political theory and practice. We will ask what liberation is, how diverse forms of domination obstruct it; and whether freedom can be sustained in a lasting way. Effective Fall 2019, this course fulfills a single unit in each of the following BU Hub areas: Philosophical Inquiry and Life's Meanings, Ethical Reasoning, Critical Thinking.",/academics/cas/courses/cas-po-395/
CAS PO 396,Philosophy of Gender and Sexuality,"This course analyzes gender and sexuality from an intersectional perspective. We focus on metaphysics, epistemology, and semantics to understand gender and sexuality as they exist within interlocking systems of oppression including racism, sexism, transphobia, homophobia, and fatphobia. Effective Fall 2018, this course fulfills a single unit in each of the following BU Hub areas: Philosophical Inquiry and Life's Meanings, The Individual in Community, Critical Thinking.",/academics/cas/courses/cas-po-396/
CAS PO 399,Data Science for Politics,"Undergraduate Prerequisites: Any 100-level course in Political Science. - Data science is changing how we understand and study politics, policy, and decision-making. This course introduces students to the fundamental tools of data science, including collecting, modeling, and visualizing data, and how to apply these tools to study political and policy questions. Effective Spring 2020, this course fulfills a single unit in each of the following BU Hub areas: Digital/Multimedia Expression, Quantitative Reasoning I ).",/academics/cas/courses/cas-po-399/
CAS PO 409,The Political Psychology of Group-Based Politics,"Undergraduate Prerequisites: junior standing and one previous course in political science or social psychology; or consent of instructor. - The study of political psychology, integrating political science and social and cognitive psychology as it informs the dynamics of group-based politics, including especially race, gender, class, and political party affiliation.",/academics/cas/courses/cas-po-409/
CAS PO 497,Crime and Punishment: Philosophical Perspectives,"Undergraduate Prerequisites: (CASPH350) and two other philosophy courses. First Year Writing Seminar (e.g., WR 100 or WR 120) - This course will explore philosophical questions about the criminal justice system, both in its ideal form and as it exists today. We will examine historical and contemporary writings on punishment, focusing on concepts of punishment, justifications for punishment, preventative detention, the death penalty, and alternatives to punishment. We will also ask how deep historical and contemporary injustices, including institutionalized racism, affect how we should theorize about institutions of punishment, their possible reform, or perhaps even their abolition. Effective Spring 2021, this course fulfills a single unit in each of the following BU Hub areas: Writing-Intensive Course, The Individual in Community, Social Inquiry II.",/academics/cas/courses/cas-po-497/
CAS PO 501,Formal Political Theory,"Undergraduate Prerequisites: PO 111, 141, 151, or 171. Calculus (MA 121,123, or 127) and probabilit y (MA 113, 115, or 213) are helpful, but not required. - Graduate Prerequisites: completion of BU Social Science Math Boot Camp. Some additional famili arity with calculus and microeconomics is helpful, but not required. - A course on formal theory, covering decision theory, game theory, and social choice theory. Topics include spatial models, electoral competition, bargaining, deterrence, and signaling models. Effective Fall 2019, this course fulfills a single unit in each of the following BU Hub areas: Social Inquiry II, Quantitative Reasoning II, Critical Thinking.",/academics/cas/courses/cas-po-501/
CAS PO 502,Political Analysis,"Undergraduate Prerequisites: (CASPO399) or consent of instructor. Familiarity with algebra and calculus are he lpful, but not required. - The logic and methods of empirical analysis in political science. Introduces research design for a variety of social science applications, as well as data analysis, data visualization and statistical software. Effective Fall 2023, this course fulfills a single unit in each of the following BU Hub areas: Quantitative Reasoning II, Social Inquiry II.",/academics/cas/courses/cas-po-502/
CAS PO 503,The U.S. in the Middle East,"Undergraduate Prerequisites: senior standing. - Examines the historical development and present status of the United States' association with the Middle East: American commercial, economic, political, military, and humanitarian interests in the area and their interaction.",/academics/cas/courses/cas-po-503/
CAS PO 505,Readings in American Politics,Undergraduate Prerequisites: junior standing or consent of instructor. - Topics vary. May be taken multiple times for credit providing the topic is different.,/academics/cas/courses/cas-po-505/
CAS PO 507,Development of American Constitutional Law,"Undergraduate Prerequisites: (CASPO111 & CASPO304) - A survey of the development of constitutional law and the exercise of power by the U.S. Supreme Court. The course is drawn entirely from decisions of the U.S. Supreme Court and the principal theme is the development of national constitutions and power. Effective Fall 2023, this course fulfills a single unit in each of the following BU Hub areas: Writing-Intensive Course, Oral and/or Signed Communication, Historical Consciousness.",/academics/cas/courses/cas-po-507/
CAS PO 508,The Judiciary and Civil Liberties,"Undergraduate Prerequisites: First Year Writing Seminar (e.g., WR 100 or WR 120) - First Amendment rights of speech, press, assembly, religion; rights of defendants in criminal cases; and the constitutional protection of racial minorities. Supreme Court decision-making processes and modes of compliance with its decisions are also considered. Effective Spring 2021, this course fulfills a single unit in each of the following BU Hub areas: Oral and/or Signed Communication, Writing-Intensive Course, Historical Consciousness.",/academics/cas/courses/cas-po-508/
CAS PO 515,American Politics and Use of Force,"Undergraduate Prerequisites: (CASPO111) and junior standing, or consent of instructor. - Examines how domestic politics drive the use of force in the postwar United States. Explores how Congress, courts, interest groups, media, and public opinion define Presidential action in times of crisis, as well as the kinds of crises that evoke action.",/academics/cas/courses/cas-po-515/
CAS PO 516,Gender and Politics,"Undergraduate Prerequisites: junior standing or above. - Analyzes the relationship between gender and politics, law and policy primarily in the United States. Considers inequalities based on gender and sexuality, women's changing political, gender- and sexuality-based political action and social movements. Effective Fall 2023, this course fulfills a single unit in each of the following BU Hub areas: Writing-Intensive Course, Social Inquiry II, Research and Information Literacy.",/academics/cas/courses/cas-po-516/
CAS PO 517,Urban Politics and Policy,"Explores the impact of American urban politics on the implementation of local policy. Topics include deindustrialization, white flight, neighborhood effects, housing policy, schools, regionalism, and factors that constrain policy-making capacities. Effective Fall 2020, this course fulfills a single unit in each of the following BU Hub areas: The Individual in Community, Writing-Intensive Course, Teamwork/Collaboration.",/academics/cas/courses/cas-po-517/
CAS PO 518,Causes and Consequences of Political Segregation in the United States,"This seminar explores how political geography – where different political, racial, economic, and social groups live in relation to one another – shapes U.S. politics. The course covers trends shaping political segregation and its impacts on representation, elections, political campaigns, and polarization. Effective Fall 2024, this course fulfills a single unit in each of the following BU Hub areas: Historical Consciousness, Oral and/or Signed Communication, Social Inquiry II.",/academics/cas/courses/cas-po-518/
CAS PO 519,Inequality and American Politics,"Undergraduate Prerequisites: First Year Writing Seminar (e.g., WR 100 or WR 120) - This course examines the role of income inequality in shaping American politics and policy. Combining research from history, political science, economics, and public policy scholars, we will consider a range of important topics, including inequality in public voice, money and politics, and attitudes towards redistribution. We will apply this knowledge as part of a final paper project in metropolitan Boston. Effective Spring 2020, this course fulfills a single unit in each of the following BU Hub areas: The Individual in Community, Writing-Intensive Course, Research and Information Literacy.",/academics/cas/courses/cas-po-519/
CAS PO 520,Readings in Public Policy,Undergraduate Prerequisites: junior standing or consent of instructor. - Topics vary. May be taken multiple times for credit providing the topic is different.,/academics/cas/courses/cas-po-520/
CAS PO 524,Local Policy Analysis Lab,"Experiential learning by doing research for local governments. In this class students will learn about local government and policy research and apply what they learn to help local government partners solve real problems through serious policy research. Effective Spring 2020, this course fulfills a single unit in each of the following BU Hub areas: Oral and/or Signed Communication, The Individual in Community, Teamwork/Collaboration.",/academics/cas/courses/cas-po-524/
CAS PO 525,Bureaucracy and Governance: A Comparative Inquiry,"Undergraduate Prerequisites: junior standing or consent of instructor. - Bureaucracy is not only credited with underpinning economic development but also blamed for corruption and inefficiency. Exploring both theory and comparative development, this course looks at some of the most basic and important issues informing our understanding of governance.",/academics/cas/courses/cas-po-525/
CAS PO 528,Seminar: The Political Economy of Advanced Industrialized Societies,"Undergraduate Prerequisites: (CASPO321 OR CASPO324) or consent of instructor. - Graduate Prerequisites: graduate standing. - Surveys forces contributing to national differences in social and economic policy; identifies current challenges to state sovereignty, such as globalization and immigration; and examines how nations from different welfare state regimes are coping with these threats to the nation state.",/academics/cas/courses/cas-po-528/
CAS PO 529,Globalization and Contemporary Capitalism in Advanced Industrialized Nations,"Undergraduate Prerequisites: junior standing or consent of instructor. - Considers the impact of globalization on advanced industrialized nations. Explores global and regional governance of finance, trade, and multinationals. Examines changes in national economic practices in Europe, Asia, and the US, and their effects on jobs, inequality, welfare, and democracy.",/academics/cas/courses/cas-po-529/
CAS PO 530,Readings in Comparative Politics,Undergraduate Prerequisites: junior standing or consent of instructor. - Topics vary. May be taken multiple times for credit providing the topic is different.,/academics/cas/courses/cas-po-530/
CAS PO 533,Globalization of Nationalism,"Focuses on the problem of nationalism, distinguishing types, examining origins, and analyzing political, social, and economic implications. Emphasis is on nationalism's spread into territories in Asia, specifically China, and under the cover of religion (e.g., ISIL) and secular social movements (e.g., ""June Days"" in Brazil).",/academics/cas/courses/cas-po-533/
CAS PO 534,US Populism in Comparative Perspective,"Undergrad prerequisites: First-Year Writing Seminar (e.g., WR 100 or 120). - This course examines the causes and consequences of rising populism in the US, Latin America, and Europe. Students learn how to identify and analyze populist leaders and movements and conduct original research on comparative populism. Effective Fall 2024, this course fulfills a single unit in each of the following BU Hub areas: Writing- Intensive Course, Research and Information Literacy.",/academics/cas/courses/cas-po-534/
CAS PO 535,European Integration,"Undergraduate Prerequisites: junior standing or consent of instructor. - Explores present, past, and potential future of the European Union. Investigates who is in charge and who matters in policymaking and politics. Examines a wide range of EU policies, including economics, security, and trade, and their impact on EU member-states.",/academics/cas/courses/cas-po-535/
CAS PO 536,"Social Europe: Identity, Citizenship, and the Welfare State","Undergraduate Prerequisites: junior standing or consent of instructor. - Meets with CAS IR 551. The past, present and future of ""social Europe."" Impact of European economic and political integration on national identities, cultures, politics, and citizenship; EU policies such as gender, human rights, migration and discrimination, plus the welfare state",/academics/cas/courses/cas-po-536/
CAS PO 539,Topics in European Politics and Culture,"Undergraduate Prerequisites: junior standing and consent of instructor. - Meets with CAS IR 452. Explores European politics through the lens of culture, focusing on critical moments and memory across time in Spain, Germany, Austria, France, Italy, Eastern Europe, Balkans, UK, and more, using materials from literature, film, the arts, humanities, and social sciences.",/academics/cas/courses/cas-po-539/
CAS PO 540,Prohibition,"The American experience of Prohibition is used to understand a variety of political and policy issues, including the War on Drugs, crime and law enforcement, bureaucracies, regulation, taxation, and social movements. Effective Fall 2022, this course fulfills a single unit in each of the following BU Hub areas: Historical Consciousness, Social Inquiry II.",/academics/cas/courses/cas-po-540/
